Id,SalePrice
1461,112798.42887560453
1462,133374.64746030275
1463,165821.93949969957
1464,194458.72729702323
1465,197016.50831524638
1466,177639.13692926284
1467,201098.94559577113
1468,170421.91467690718
1469,203170.87840550864
1470,118538.25009593304
1471,200028.25964828825
1472,126699.28116993984
1473,103482.69611935952
1474,151315.99297162372
1475,115375.12758390972
1476,305951.063756635
1477,244797.1879578664
1478,287958.8648536406
1479,267762.32852264965
1480,385215.9535082158
1481,281981.8207306562
1482,212774.44131533807
1483,169273.9943869274
1484,173709.40687735967
1485,210529.9179928617
1486,213186.0041873767
1487,284768.164190874
1488,257992.26755964436
1489,184597.82369715988
1490,240696.66207334946
1491,206710.93776728568
1492,114243.47006065171
1493,227906.8062274629
1494,284093.1569660132
1495,271201.138979764
1496,232247.0277334737
1497,166590.1819215438
1498,162219.50702743576
1499,172103.76123415708
1500,161414.3245513669
1501,196762.44347222504
1502,149021.3791756085
1503,297976.1280761578
1504,251812.3164071677
1505,230149.1184360556
1506,200718.11327104067
1507,235494.63865389494
1508,193811.45172290975
1509,150235.62088075635
1510,143412.45065127284
1511,147341.70559803437
1512,188929.0405333705
1513,160148.2422138091
1514,157016.50010119635
1515,208255.42405518633
1516,163203.21028838592
1517,165041.8646998391
1518,119796.75142573757
1519,240375.08031461184
1520,125272.25194527704
1521,113138.069727809
1522,205221.6385037583
1523,75371.2166528629
1524,120798.24354664469
1525,92702.77918128256
1526,81954.83237411833
1527,90183.1534422338
1528,171554.8739252363
1529,128408.06471406447
1530,248450.52706947929
1531,141383.3247517484
1532,114512.78165682586
1533,137271.0787609531
1534,126923.62378998712
1535,156967.5242588977
1536,113833.64416989853
1537,29175.445037625905
1538,202323.88759956107
1539,211194.90659460722
1540,105510.05118949123
1541,147504.25521861756
1542,143934.94581703487
1543,215420.8321571902
1544,86532.88420494105
1545,144087.24780820246
1546,132296.4040985959
1547,155771.93689952657
1548,143992.07238759956
1549,121216.0910198887
1550,121298.90295937244
1551,147390.40309476625
1552,132764.30012730305
1553,161926.83577822027
1554,133396.868732155
1555,153464.96256108646
1556,96932.2569649797
1557,101206.37001687742
1558,120478.8138916347
1559,63723.740525442816
1560,120501.96911730216
1561,132339.279017415
1562,136068.98711076798
1563,133007.51691483683
1564,147123.4656389666
1565,134719.4514820425
1566,242925.42716759333
1567,71511.62036352034
1568,221204.37960962235
1569,82184.85370940942
1570,144844.80149982387
1571,132349.2736352575
1572,136557.10108671075
1573,247232.58398192638
1574,111017.74374312232
1575,250019.71486501402
1576,249500.55478151818
1577,195242.55414839304
1578,144982.9789997089
1579,140109.7247780299
1580,205602.2937466533
1581,140590.7032638407
1582,126884.57885421929
1583,304743.3051583744
1584,223448.90529064444
1585,147270.92293961602
1586,78052.80498514895
1587,117246.90812748321
1588,145845.76992150577
1589,110842.32610373525
1590,147754.72868612327
1591,75722.14376377093
1592,151781.5296596958
1593,148278.48997496674
1594,117554.42070391326
1595,121131.3135207768
1596,209931.4818989875
1597,169516.02127973456
1598,207535.3921536915
1599,192816.2115588705
1600,176277.08940489334
1601,24085.759572459065
1602,139625.55063680833
1603,65828.37774685025
1604,241716.96153888968
1605,261235.0969432707
1606,169110.21849139506
1607,160680.5576265728
1608,226451.99794337043
1609,192405.0595647139
1610,159928.35279528203
1611,162137.8516276896
1612,157951.6012147441
1613,171984.7979049341
1614,120071.12025732337
1615,64235.84061938297
1616,46338.39367416006
1617,51583.46983339789
1618,127480.57729358692
1619,153475.2758163729
1620,166640.47246379586
1621,131769.74138583848
1622,129291.93285746808
1623,254882.3601860074
1624,201624.74714670825
1625,116148.14935358829
1626,193230.53075892077
1627,187349.4401416282
1628,286012.16318750556
1629,200985.9433014926
1630,308375.7649520011
1631,209736.4138391036
1632,225900.0207377327
1633,199966.89676334232
1634,192404.74479806743
1635,186341.6740070404
1636,164102.46653559856
1637,187988.22758973163
1638,212770.42116234818
1639,198578.65419699711
1640,263202.6129577592
1641,197376.34506349353
1642,231504.9146939444
1643,231652.7413432314
1644,238729.07389203412
1645,246864.05575101537
1646,179802.44132830802
1647,170810.47146505077
1648,134698.53794678982
1649,129766.76231792878
1650,116931.30934638146
1651,112524.83901133749
1652,131494.1467216545
1653,131341.37487551587
1654,154646.6612812106
1655,150286.664606329
1656,141649.42089564534
1657,153461.88530067215
1658,147421.19188337674
1659,130164.15374053869
1660,139415.61090789147
1661,371070.84314940305
1662,311793.8660109366
1663,316767.3570242144
1664,407012.32218520803
1665,282638.85436441464
1666,284448.9116342975
1667,311381.13829135447
1668,307286.22843680665
1669,292203.53014822904
1670,304761.19747156947
1671,255836.40911596193
1672,372202.5428227095
1673,289323.7074699424
1674,255215.78542194882
1675,185505.78435568517
1676,195101.81560496258
1677,210459.49055450124
1678,382668.96421107225
1679,313181.1508138645
1680,276152.69574410346
1681,243527.0159178541
1682,281515.5559254728
